scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr5_2021,1,5000,2309,4617,442,13.0,10.0,0.1304,0.0263,0.0156
chr5_2025,1,5000,2372,4743,445,19.0,6.0,0.52,0.1048,0.0596
chr5_2030,1,5000,2115,4230,463,17.0,12.0,0.1724,0.0481,0.0281
chr5_2033,1,5000,2126,4251,532,18.0,11.0,0.2414,0.0486,0.0288
chr5_2043,1,5000,2500,5000,621,55.0,16.0,0.5493,0.2746,0.1373
chr5_2044,1,5000,2369,4738,524,20.0,17.0,0.0811,0.0192,0.0116
chr5_205,1,5000,1652,3303,296,7.0,12.0,-0.2632,-0.0658,-0.0394
chr5_2069,1,5000,2031,4062,552,25.0,14.0,0.2821,0.078,0.0453
chr5_2070,1,5000,2500,5000,557,14.0,16.0,-0.0667,-0.0159,-0.0095
chr5_2077,1,5000,2108,4215,351,10.0,7.0,0.1765,0.0385,0.0238
chr5_207,1,5000,2038,4075,406,18.0,9.0,0.3333,0.0804,0.0539
chr5_2080,1,5000,1262,2524,260,12.0,4.0,0.5,0.1429,0.0714
chr5_208,1,5000,660,1319,201,11.0,8.0,0.1579,0.075,0.0435
chr5_209,1,5000,1340,2680,347,18.0,6.0,0.5,0.1429,0.0851
chr5_2129,1,5000,1715,3430,509,11.0,4.0,0.4667,0.0547,0.0366
chr5_2131,1,5000,1744,3487,175,9.0,1.0,0.8,0.1702,0.1176
chr5_2132,1,5000,1546,3091,280,14.0,3.0,0.6471,0.1774,0.1078
chr5_2139,1,5000,2500,5000,429,22.0,9.0,0.4194,0.1368,0.0747
chr5_2146,1,5000,2193,4385,477,21.0,17.0,0.1053,0.0288,0.0183
chr5_214,1,5000,2287,4573,594,23.0,4.0,0.7037,0.1234,0.0798
chr5_2150,1,5000,2367,4733,424,17.0,8.0,0.36,0.0726,0.0486
chr5_2152,1,5000,2024,4048,435,16.0,22.0,-0.1579,-0.0526,-0.028
chr5_2155,1,5000,2500,5000,593,37.0,11.0,0.5417,0.1677,0.0949
chr5_2158,1,5000,2370,4740,533,18.0,16.0,0.0588,0.0159,0.0104
chr5_216,1,5000,2352,4703,365,15.0,4.0,0.5789,0.1089,0.0692
chr5_2179,1,5000,1173,2345,256,19.0,6.0,0.52,0.1383,0.0942
chr5_2184,1,5000,1923,3845,427,15.0,19.0,-0.1176,-0.0315,-0.0202
chr5_2188,1,5000,1872,3744,495,18.0,21.0,-0.0769,-0.0226,-0.0129
chr5_2192,1,5000,1725,3450,343,16.0,11.0,0.1852,0.0633,0.0323
chr5_2206,1,5000,1922,3843,515,19.0,7.0,0.4615,0.1081,0.0682
chr5_2208,1,5000,1410,2820,323,18.0,1.0,0.8947,0.2537,0.1619
chr5_2209,1,5000,2500,5000,545,11.0,15.0,-0.1538,-0.044,-0.0252
chr5_2212,1,5000,2397,4794,579,19.0,16.0,0.0857,0.0244,0.0155
chr5_2221,1,5000,2343,4686,513,25.0,8.0,0.5152,0.1241,0.0736
chr5_2226,1,5000,2287,4574,361,4.0,14.0,-0.5556,-0.0847,-0.0521
chr5_2234,1,5000,2373,4745,480,19.0,11.0,0.2667,0.0523,0.0349
chr5_2244,1,5000,2336,4671,653,30.0,29.0,0.0169,0.0056,0.0034
chr5_2253,1,5000,2169,4338,472,14.0,10.0,0.1667,0.0385,0.0219
chr5_2254,1,5000,2378,4755,436,17.0,10.0,0.2593,0.0693,0.0407
chr5_2255,1,5000,2408,4815,584,25.0,13.0,0.3158,0.0795,0.0463
chr5_2261,1,5000,1599,3198,410,30.0,11.0,0.4634,0.1624,0.0913
chr5_2266,1,5000,2167,4333,453,18.0,8.0,0.3846,0.087,0.0562
chr5_2268,1,5000,2322,4644,540,16.0,34.0,-0.36,-0.125,-0.0738
chr5_226,1,5000,2243,4486,594,36.0,9.0,0.6,0.2143,0.1317
chr5_2277,1,5000,1881,3762,340,16.0,3.0,0.6842,0.1461,0.0909
chr5_2278,1,5000,1861,3722,281,11.0,13.0,-0.0833,-0.0339,-0.0175
chr5_2285,1,5000,2500,5000,557,37.0,10.0,0.5745,0.1901,0.1139
chr5_2286,1,5000,2500,5000,498,31.0,8.0,0.5897,0.1742,0.0983
chr5_2287,1,5000,2214,4428,379,23.0,6.0,0.5862,0.1717,0.109
chr5_2288,1,5000,2125,4250,564,34.0,12.0,0.4783,0.141,0.0783
chr5_2296,1,5000,1915,3830,434,21.0,8.0,0.4483,0.1048,0.0722
chr5_2297,1,5000,2347,4693,442,21.0,1.0,0.9091,0.1852,0.1258
chr5_2302,1,5000,2233,4466,511,18.0,9.0,0.3333,0.0682,0.0435
chr5_2304,1,5000,2500,5000,511,25.0,14.0,0.2821,0.0902,0.0531
chr5_2312,1,5000,2006,4012,491,29.0,13.0,0.381,0.1345,0.0744
chr5_2313,1,5000,2278,4556,448,24.0,9.0,0.4545,0.1485,0.0938
chr5_2314,1,5000,2100,4199,495,20.0,11.0,0.2903,0.0789,0.0464
chr5_2316,1,5000,2369,4738,410,17.0,11.0,0.2143,0.0545,0.0308
chr5_2320,1,5000,565,1130,109,6.0,2.0,0.5,0.2105,0.125
chr5_2321,1,5000,2306,4612,409,14.0,9.0,0.2174,0.0532,0.0325
chr5_2337,1,5000,1956,3911,472,28.0,11.0,0.4359,0.1604,0.0885
chr5_2339,1,5000,2374,4748,580,30.0,12.0,0.4286,0.1259,0.0732
chr5_2342,1,5000,2136,4271,452,52.0,3.0,0.8909,0.3427,0.2322
chr5_2343,1,5000,1954,3907,368,45.0,6.0,0.7647,0.3362,0.199
chr5_2348,1,5000,1046,2092,196,9.0,4.0,0.3846,0.119,0.0704
chr5_2352,1,5000,2017,4034,487,24.0,7.0,0.5484,0.165,0.0977
chr5_2360,1,5000,1428,2855,213,3.0,5.0,-0.25,-0.0313,-0.0215
chr5_2363,1,5000,2223,4446,336,13.0,20.0,-0.2121,-0.0769,-0.0452
chr5_2365,1,5000,1612,3224,342,18.0,12.0,0.2,0.0769,0.0435
chr5_2366,1,5000,1652,3304,302,9.0,7.0,0.125,0.0208,0.0141
chr5_236,1,5000,2112,4223,469,40.0,6.0,0.7391,0.2519,0.1675
chr5_2376,1,5000,1809,3617,293,11.0,4.0,0.4667,0.0986,0.0636
chr5_2383,1,5000,2369,4737,507,17.0,11.0,0.2143,0.0435,0.0267
chr5_2391,1,5000,2298,4595,591,17.0,12.0,0.1724,0.034,0.0223
chr5_2392,1,5000,1596,3191,452,25.0,6.0,0.6129,0.152,0.1022
chr5_2394,1,5000,2272,4543,595,32.0,11.0,0.4884,0.1511,0.0871
chr5_2397,1,5000,1658,3315,309,9.0,1.0,0.8,0.0899,0.0645
chr5_2398,1,5000,2084,4168,353,9.0,4.0,0.3846,0.0568,0.0397
chr5_239,1,5000,728,1456,122,5.0,3.0,0.25,0.0833,0.0455
chr5_240,1,5000,829,1658,177,8.0,2.0,0.6,0.1364,0.0811
chr5_2412,1,5000,2202,4403,425,29.0,10.0,0.4872,0.1624,0.0918
chr5_2414,1,5000,2176,4351,443,13.0,10.0,0.1304,0.0252,0.0157
chr5_241,1,5000,1144,2287,251,4.0,3.0,0.1429,0.0189,0.0139
chr5_2420,1,5000,1694,3387,346,2.0,2.0,0.0,0.0,0.0
chr5_2422,1,5000,1221,2441,389,24.0,9.0,0.4545,0.1442,0.0867
chr5_242,1,5000,2365,4729,440,13.0,8.0,0.2381,0.0407,0.0286
chr5_2442,1,5000,1957,3913,364,16.0,5.0,0.5238,0.0803,0.0547
chr5_2446,1,5000,2275,4549,361,30.0,3.0,0.8182,0.2872,0.1677
chr5_2447,1,5000,2367,4733,598,31.0,8.0,0.5897,0.1655,0.0979
chr5_2448,1,5000,1456,2911,445,39.0,6.0,0.7333,0.2705,0.1587
chr5_2473,1,5000,1602,3203,251,8.0,6.0,0.1429,0.0323,0.0198
chr5_2477,1,5000,2384,4767,524,33.0,18.0,0.2941,0.1071,0.0638
chr5_247,1,5000,2037,4074,445,7.0,8.0,-0.0667,-0.0074,-0.0046
chr5_2489,1,5000,2500,5000,433,21.0,17.0,0.1053,0.0284,0.0172
chr5_2491,1,5000,2500,5000,442,11.0,10.0,0.0476,0.0093,0.0054
chr5_2493,1,5000,1999,3998,474,23.0,8.0,0.4839,0.124,0.0698
chr5_2496,1,5000,2293,4586,600,51.0,7.0,0.7586,0.3056,0.1826
chr5_252,1,5000,2500,5000,434,5.0,8.0,-0.2308,-0.0256,-0.0165
chr5_2548,1,5000,2461,4922,631,16.0,13.0,0.1034,0.018,0.0116
chr5_2552,1,5000,2328,4655,581,37.0,5.0,0.7619,0.2133,0.127
chr5_2556,1,5000,1489,2978,216,3.0,2.0,0.2,0.0172,0.0111
chr5_255,1,5000,2500,5000,599,35.0,9.0,0.5909,0.1745,0.097
chr5_2575,1,5000,375,749,25,0.0,0.0,nan,0.0,0.0
chr5_2579,1,5000,2073,4146,426,2.0,5.0,-0.4286,-0.0286,-0.0173
chr5_257,1,5000,2492,4983,430,32.0,4.0,0.7778,0.2545,0.1647
chr5_2580,1,5000,1996,3992,419,5.0,4.0,0.1111,0.0083,0.0056
chr5_2581,1,5000,2500,5000,566,11.0,12.0,-0.0435,-0.0076,-0.0047
chr5_2582,1,5000,2259,4517,392,8.0,5.0,0.2308,0.0265,0.0162
chr5_2584,1,5000,2001,4001,431,18.0,8.0,0.3846,0.0746,0.05
chr5_2588,1,5000,2368,4735,530,20.0,10.0,0.3333,0.073,0.0424
chr5_2594,1,5000,2500,5000,593,28.0,15.0,0.3023,0.0872,0.0491
chr5_2602,1,5000,2500,5000,656,25.0,9.0,0.4706,0.1143,0.0696
chr5_2605,1,5000,2500,5000,542,26.0,14.0,0.3,0.0923,0.0531
chr5_2606,1,5000,2078,4155,499,30.0,6.0,0.6667,0.186,0.1171
chr5_2607,1,5000,2500,5000,599,34.0,12.0,0.4783,0.1507,0.0913
chr5_2608,1,5000,2500,5000,634,51.0,5.0,0.8214,0.3108,0.1597
chr5_260,1,5000,2418,4836,574,39.0,7.0,0.6957,0.2192,0.1339
chr5_2615,1,5000,2500,5000,429,39.0,5.0,0.7727,0.2252,0.1417
chr5_2616,1,5000,2500,5000,527,20.0,13.0,0.2121,0.0427,0.0275
chr5_2617,1,5000,2195,4390,569,16.0,11.0,0.1852,0.0309,0.0193
chr5_2624,1,5000,1758,3516,348,15.0,5.0,0.5,0.1,0.0658
chr5_2633,1,5000,2339,4677,538,22.0,9.0,0.4194,0.1008,0.0644
chr5_2642,1,5000,1712,3423,433,13.0,18.0,-0.1613,-0.0417,-0.0256
chr5_2649,1,5000,2141,4282,349,19.0,4.0,0.6522,0.1402,0.098
chr5_264,1,5000,2232,4463,457,22.0,19.0,0.0732,0.027,0.0153
chr5_2652,1,5000,2034,4068,507,21.0,5.0,0.6154,0.1081,0.0727
chr5_2658,1,5000,2079,4158,479,30.0,9.0,0.5385,0.1667,0.0963
chr5_266,1,5000,1379,2757,306,10.0,10.0,0.0,0.0,0.0
chr5_2680,1,5000,1564,3127,466,29.0,4.0,0.7576,0.2252,0.1453
chr5_2681,1,5000,1653,3306,297,21.0,6.0,0.5556,0.2419,0.1339
chr5_2682,1,5000,2296,4591,398,8.0,9.0,-0.0588,-0.0077,-0.0051
chr5_2686,1,5000,1353,2706,311,18.0,5.0,0.5652,0.1512,0.0956
chr5_2689,1,5000,801,1601,208,17.0,6.0,0.4783,0.2075,0.1019
chr5_2693,1,5000,1857,3714,337,10.0,12.0,-0.0909,-0.0194,-0.0129
chr5_2695,1,5000,2500,5000,359,18.0,4.0,0.6364,0.1443,0.0946
chr5_2699,1,5000,1777,3554,475,32.0,7.0,0.641,0.2212,0.1429
chr5_269,1,5000,1621,3242,378,22.0,6.0,0.5714,0.2078,0.127
chr5_2700,1,5000,1954,3908,348,11.0,4.0,0.4667,0.1014,0.0583
chr5_2702,1,5000,2182,4364,449,30.0,6.0,0.6667,0.2087,0.1231
chr5_2704,1,5000,2266,4532,561,11.0,16.0,-0.1852,-0.0352,-0.022
chr5_2710,1,5000,2255,4510,408,26.0,5.0,0.6774,0.2234,0.128
chr5_2711,1,5000,2178,4355,486,23.0,8.0,0.4839,0.1304,0.0765
chr5_2713,1,5000,2500,5000,396,20.0,8.0,0.4286,0.1364,0.075
chr5_2722,1,5000,2291,4582,457,14.0,10.0,0.1667,0.0325,0.0214
chr5_2725,1,5000,2374,4747,543,30.0,14.0,0.3636,0.1019,0.0681
chr5_2729,1,5000,2500,5000,385,9.0,7.0,0.125,0.0177,0.012
chr5_2731,1,5000,446,891,89,2.0,3.0,-0.2,-0.0455,-0.0294
chr5_2733,1,5000,2092,4184,535,7.0,13.0,-0.3,-0.0405,-0.0269
chr5_2742,1,5000,1632,3264,452,12.0,9.0,0.1429,0.0236,0.0155
chr5_2744,1,5000,2500,5000,574,15.0,19.0,-0.1176,-0.0261,-0.0162
chr5_2745,1,5000,2247,4494,735,30.0,22.0,0.1538,0.04,0.0252
chr5_2749,1,5000,1530,3060,217,7.0,7.0,0.0,0.0,0.0
chr5_2751,1,5000,2201,4402,348,15.0,6.0,0.4286,0.0947,0.0638
chr5_2755,1,5000,2129,4257,378,21.0,7.0,0.5,0.1795,0.1
chr5_2756,1,5000,2500,5000,482,15.0,7.0,0.3636,0.0576,0.0398
chr5_2758,1,5000,2362,4723,536,19.0,16.0,0.0857,0.0204,0.0136
chr5_2760,1,5000,2500,5000,450,16.0,11.0,0.1852,0.049,0.0267
chr5_2761,1,5000,2124,4247,350,11.0,6.0,0.2941,0.0505,0.0347
chr5_2762,1,5000,2214,4428,527,7.0,5.0,0.1667,0.0156,0.0096
chr5_2767,1,5000,2255,4510,282,7.0,7.0,0.0,0.0,0.0
chr5_2769,1,5000,1186,2372,164,11.0,1.0,0.8333,0.2083,0.1515
chr5_2770,1,5000,2326,4651,371,13.0,7.0,0.3,0.0594,0.0347
chr5_2777,1,5000,2500,5000,239,7.0,2.0,0.5556,0.1042,0.0595
chr5_2782,1,5000,2231,4461,309,9.0,6.0,0.2,0.0345,0.0233
chr5_2785,1,5000,2361,4722,248,5.0,5.0,0.0,0.0,0.0
chr5_2787,1,5000,1171,2342,275,3.0,2.0,0.2,0.0125,0.0088
chr5_284,1,5000,1457,2914,326,21.0,4.0,0.68,0.2361,0.1269
chr5_285,1,5000,2159,4317,432,30.0,6.0,0.6667,0.1983,0.127
chr5_288,1,5000,2369,4737,608,30.0,12.0,0.4286,0.1304,0.0706
chr5_292,1,5000,1237,2474,233,16.0,6.0,0.4545,0.1587,0.0971
chr5_297,1,5000,1789,3578,351,23.0,5.0,0.6429,0.1488,0.1017
chr5_298,1,5000,585,1170,127,15.0,1.0,0.875,0.4667,0.3182
chr5_304,1,5000,1402,2804,285,18.0,3.0,0.7143,0.1948,0.125
chr5_308,1,5000,1843,3686,360,20.0,4.0,0.6667,0.1818,0.1221
chr5_315,1,5000,797,1593,218,12.0,3.0,0.6,0.2143,0.0732
chr5_331,1,5000,2152,4303,445,14.0,13.0,0.037,0.0095,0.0055
chr5_335,1,5000,2371,4741,555,20.0,11.0,0.2903,0.0634,0.0375
chr5_336,1,5000,2334,4667,559,11.0,19.0,-0.2667,-0.063,-0.0383
chr5_337,1,5000,1564,3127,270,18.0,6.0,0.5,0.1791,0.1091
chr5_350,1,5000,2064,4127,560,17.0,15.0,0.0625,0.016,0.0099
chr5_352,1,5000,1178,2356,216,11.0,3.0,0.5714,0.125,0.0833
chr5_353,1,5000,2245,4490,380,13.0,7.0,0.3,0.0938,0.0496
chr5_363,1,5000,2140,4280,134,1.0,4.0,-0.6,-0.0968,-0.0492
chr5_373,1,5000,2500,5000,552,31.0,9.0,0.55,0.1429,0.0957
chr5_379,1,5000,2121,4241,576,30.0,11.0,0.4634,0.131,0.0742
chr5_381,1,5000,2273,4546,497,14.0,9.0,0.2174,0.0442,0.0243
chr5_382,1,5000,2500,5000,592,28.0,15.0,0.3023,0.0778,0.0504
chr5_383,1,5000,2499,4998,659,41.0,18.0,0.3898,0.125,0.0788
chr5_387,1,5000,1075,2150,168,13.0,3.0,0.625,0.2273,0.1299
chr5_38,1,5000,2381,4762,564,22.0,10.0,0.375,0.0909,0.0574
chr5_409,1,5000,2228,4456,526,15.0,12.0,0.1111,0.02,0.0134
chr5_410,1,5000,2246,4492,490,11.0,16.0,-0.1852,-0.0338,-0.0227
chr5_413,1,5000,1204,2407,189,9.0,7.0,0.125,0.0476,0.029
chr5_416,1,5000,2336,4672,455,16.0,4.0,0.6,0.1008,0.0574
chr5_418,1,5000,2349,4698,515,12.0,10.0,0.0909,0.0136,0.0092
chr5_419,1,5000,1678,3355,378,26.0,9.0,0.4857,0.1932,0.1298
chr5_420,1,5000,2254,4508,597,18.0,9.0,0.3333,0.0539,0.0369
chr5_422,1,5000,2500,5000,538,9.0,10.0,-0.0526,-0.0075,-0.005
chr5_424,1,5000,2054,4107,285,9.0,6.0,0.2,0.0469,0.0297
chr5_426,1,5000,2123,4245,372,14.0,4.0,0.5556,0.1099,0.0575
chr5_428,1,5000,1268,2535,358,7.0,4.0,0.2727,0.0286,0.021
chr5_42,1,5000,1136,2272,176,7.0,3.0,0.4,0.1379,0.0741
chr5_433,1,5000,2191,4382,436,10.0,11.0,-0.0476,-0.0072,-0.0049
chr5_435,1,5000,1812,3624,247,11.0,7.0,0.2222,0.0556,0.0317
chr5_444,1,5000,828,1656,271,4.0,8.0,-0.3333,-0.0417,-0.0303
chr5_448,1,5000,2082,4164,610,25.0,11.0,0.3889,0.0881,0.0547
chr5_451,1,5000,1809,3618,425,8.0,8.0,0.0,0.0,0.0
chr5_453,1,5000,907,1814,259,17.0,6.0,0.4783,0.1467,0.0909
chr5_458,1,5000,2312,4623,369,7.0,5.0,0.1667,0.0177,0.0123
chr5_459,1,5000,1996,3991,467,14.0,6.0,0.4,0.0762,0.0455
chr5_460,1,5000,2134,4268,369,9.0,9.0,0.0,0.0,0.0
chr5_461,1,5000,2177,4353,626,17.0,13.0,0.1333,0.0242,0.0165
chr5_468,1,5000,2234,4467,544,35.0,9.0,0.5909,0.1745,0.1053
chr5_469,1,5000,1963,3926,411,28.0,3.0,0.8065,0.2577,0.1276
chr5_474,1,5000,2498,4995,593,13.0,15.0,-0.0714,-0.0121,-0.0081
chr5_475,1,5000,1953,3906,397,11.0,11.0,0.0,0.0,0.0
chr5_476,1,5000,2453,4906,614,21.0,4.0,0.68,0.1018,0.0659
chr5_477,1,5000,2290,4579,470,16.0,14.0,0.0667,0.0177,0.0103
chr5_480,1,5000,2208,4416,428,21.0,4.0,0.68,0.1604,0.1056
chr5_481,1,5000,1546,3092,368,7.0,7.0,0.0,0.0,0.0
chr5_485,1,5000,2126,4252,609,18.0,24.0,-0.1429,-0.0368,-0.0231
chr5_504,1,5000,1015,2030,146,5.0,6.0,-0.0909,-0.0238,-0.0149
chr5_506,1,5000,1629,3257,277,14.0,10.0,0.1667,0.0435,0.0292
chr5_508,1,5000,2133,4266,391,18.0,6.0,0.5,0.1165,0.0764
chr5_50,1,5000,2061,4122,470,19.0,7.0,0.4615,0.1463,0.0736
chr5_519,1,5000,2383,4765,435,21.0,7.0,0.5,0.1443,0.0787
chr5_51,1,5000,1684,3367,443,9.0,9.0,0.0,0.0,0.0
chr5_520,1,5000,1693,3386,356,19.0,5.0,0.5833,0.1867,0.1157
chr5_543,1,5000,2219,4438,443,13.0,9.0,0.1818,0.0301,0.019
chr5_545,1,5000,2367,4733,497,35.0,14.0,0.4286,0.1533,0.0905
chr5_546,1,5000,2337,4673,502,27.0,9.0,0.5,0.15,0.0874
chr5_548,1,5000,2492,4984,822,24.0,7.0,0.5484,0.0899,0.0487
chr5_553,1,5000,1829,3658,347,5.0,4.0,0.1111,0.0093,0.0064
chr5_554,1,5000,2379,4758,516,17.0,14.0,0.0968,0.0265,0.0162
chr5_566,1,5000,2080,4159,460,27.0,10.0,0.4595,0.156,0.096
chr5_568,1,5000,2373,4745,530,29.0,14.0,0.3488,0.123,0.0754
chr5_56,1,5000,2451,4902,485,19.0,8.0,0.4074,0.1146,0.0683
chr5_570,1,5000,2378,4756,582,38.0,4.0,0.8095,0.2208,0.1303
chr5_572,1,5000,2216,4431,456,27.0,4.0,0.7419,0.1691,0.109
chr5_574,1,5000,2145,4290,521,7.0,10.0,-0.1765,-0.021,-0.014
chr5_57,1,5000,1558,3115,391,26.0,5.0,0.6774,0.2,0.1304
chr5_580,1,5000,2412,4823,468,14.0,14.0,0.0,0.0,0.0
chr5_581,1,5000,2172,4344,381,19.0,13.0,0.1875,0.0645,0.0353
chr5_582,1,5000,2027,4053,559,41.0,4.0,0.8222,0.2761,0.1721
chr5_586,1,5000,2378,4755,416,11.0,10.0,0.0476,0.012,0.0073
chr5_589,1,5000,1574,3147,418,18.0,2.0,0.8,0.172,0.1067
chr5_593,1,5000,2375,4750,514,14.0,9.0,0.2174,0.0336,0.0225
chr5_597,1,5000,2336,4671,477,25.0,5.0,0.6667,0.1575,0.1087
chr5_599,1,5000,1687,3374,372,13.0,39.0,-0.5,-0.2016,-0.1287
chr5_63,1,5000,1289,2578,241,11.0,8.0,0.1579,0.0556,0.0323
chr5_69,1,5000,2215,4430,335,26.0,4.0,0.7333,0.2857,0.1789
chr5_725,1,5000,2156,4311,443,21.0,3.0,0.75,0.1607,0.0933
chr5_728,1,5000,1052,2103,213,13.0,1.0,0.8571,0.2727,0.1348
chr5_730,1,5000,2370,4739,437,36.0,5.0,0.7561,0.31,0.1914
chr5_733,1,5000,2376,4751,414,22.0,12.0,0.2941,0.0901,0.0568
chr5_736,1,5000,2155,4309,450,16.0,10.0,0.2308,0.0714,0.0397
chr5_737,1,5000,2043,4086,404,14.0,7.0,0.3333,0.0959,0.053
chr5_752,1,5000,1585,3170,331,23.0,6.0,0.5862,0.3469,0.191
chr5_754,1,5000,2101,4201,499,21.0,16.0,0.1351,0.0309,0.0204
chr5_758,1,5000,1148,2295,209,11.0,4.0,0.4667,0.1522,0.0909
chr5_759,1,5000,2334,4667,459,30.0,7.0,0.6216,0.2674,0.1377
chr5_761,1,5000,2191,4382,471,25.0,12.0,0.3514,0.0935,0.0625
chr5_763,1,5000,2358,4715,526,20.0,10.0,0.3333,0.0719,0.0459
chr5_764,1,5000,1304,2607,237,9.0,5.0,0.2857,0.0667,0.0385
chr5_767,1,5000,2500,5000,398,26.0,13.0,0.3333,0.1204,0.0734
chr5_78,1,5000,1139,2277,121,2.0,1.0,0.3333,0.0278,0.0217
chr5_794,1,5000,2026,4051,529,24.0,6.0,0.6,0.144,0.0923
chr5_799,1,5000,1604,3207,348,10.0,4.0,0.4286,0.0659,0.0484
chr5_811,1,5000,1326,2652,273,10.0,5.0,0.3333,0.0769,0.045
chr5_813,1,5000,2500,5000,516,27.0,5.0,0.6875,0.1705,0.1038
chr5_820,1,5000,2217,4433,574,27.0,15.0,0.2857,0.1017,0.0622
chr5_836,1,5000,625,1249,147,4.0,5.0,-0.1111,-0.0227,-0.0139
chr5_840,1,5000,2128,4256,597,19.0,11.0,0.2667,0.0588,0.0348
chr5_842,1,5000,2159,4317,379,25.0,3.0,0.7857,0.188,0.1287
chr5_843,1,5000,2365,4730,541,29.0,5.0,0.7059,0.1611,0.0992
chr5_844,1,5000,2380,4760,497,30.0,10.0,0.5,0.1439,0.0866
chr5_845,1,5000,2338,4675,487,29.0,3.0,0.8125,0.1806,0.1145
chr5_846,1,5000,2309,4618,347,31.0,10.0,0.5122,0.1858,0.1117
chr5_847,1,5000,2228,4455,322,14.0,4.0,0.5556,0.1667,0.099
chr5_849,1,5000,2049,4097,469,34.0,5.0,0.7436,0.2685,0.1518
chr5_851,1,5000,2001,4001,330,24.0,7.0,0.5484,0.1717,0.1076
chr5_852,1,5000,2375,4749,346,31.0,4.0,0.7714,0.3293,0.1709
chr5_858,1,5000,1128,2256,298,8.0,11.0,-0.1579,-0.0361,-0.0248
chr5_862,1,5000,2308,4615,596,14.0,13.0,0.037,0.0052,0.0034
chr5_870,1,5000,2253,4506,354,22.0,8.0,0.4667,0.1346,0.0778
chr5_874,1,5000,2246,4492,459,16.0,14.0,0.0667,0.018,0.0109
chr5_877,1,5000,1791,3582,375,11.0,8.0,0.1579,0.0316,0.0199
chr5_878,1,5000,1808,3616,381,23.0,15.0,0.2105,0.093,0.0503
chr5_884,1,5000,2336,4672,562,48.0,6.0,0.7778,0.3158,0.1935
chr5_888,1,5000,1325,2649,226,7.0,3.0,0.4,0.0769,0.0494
chr5_892,1,5000,2189,4378,358,25.0,2.0,0.8519,0.2347,0.1447
chr5_894,1,5000,2314,4627,691,28.0,10.0,0.4737,0.1111,0.0695
chr5_896,1,5000,2376,4751,515,24.0,14.0,0.2632,0.087,0.0521
chr5_899,1,5000,635,1269,101,9.0,2.0,0.6364,0.35,0.1944
chr5_909,1,5000,1896,3792,465,27.0,13.0,0.35,0.1022,0.0676
chr5_911,1,5000,1684,3367,365,13.0,8.0,0.2381,0.0543,0.0365
chr5_914,1,5000,2395,4789,533,15.0,12.0,0.1111,0.0278,0.0165
chr5_917,1,5000,2008,4016,270,8.0,7.0,0.0667,0.0175,0.0108
chr5_926,1,5000,2212,4423,400,15.0,5.0,0.5,0.0935,0.0641
chr5_930,1,5000,2500,5000,606,30.0,12.0,0.4286,0.1268,0.0652
chr5_931,1,5000,2254,4508,447,20.0,7.0,0.4815,0.104,0.067
chr5_932,1,5000,2235,4469,347,2.0,5.0,-0.4286,-0.038,-0.027
chr5_934,1,5000,1864,3728,436,25.0,14.0,0.2821,0.0688,0.046
chr5_940,1,5000,1914,3827,363,29.0,3.0,0.8125,0.325,0.197
chr5_954,1,5000,2499,4998,466,29.0,12.0,0.4146,0.1604,0.0899
chr5_970,1,5000,2500,5000,532,16.0,10.0,0.2308,0.0472,0.0291
chr5_971,1,5000,2500,5000,343,17.0,8.0,0.36,0.1098,0.0621
chr5_973,1,5000,1488,2975,292,11.0,7.0,0.2222,0.0449,0.0263
chr5_974,1,5000,2344,4687,400,8.0,8.0,0.0,0.0,0.0
chr5_998,1,5000,2015,4029,384,22.0,11.0,0.3333,0.0957,0.0595
chr6_1002,1,5000,969,1937,202,8.0,8.0,0.0,0.0,0.0
chr6_1004,1,5000,1090,2180,283,5.0,6.0,-0.0909,-0.0145,-0.01
chr6_1035,1,5000,1842,3684,423,8.0,17.0,-0.36,-0.0698,-0.0466
chr6_1036,1,5000,2357,4714,376,8.0,15.0,-0.3043,-0.0729,-0.0473
chr6_1038,1,5000,2135,4270,559,16.0,12.0,0.1429,0.0294,0.0182
chr6_1041,1,5000,2178,4356,525,14.0,11.0,0.12,0.027,0.0171
chr6_1046,1,5000,2339,4678,550,13.0,17.0,-0.1333,-0.0245,-0.0169
chr6_1048,1,5000,2292,4584,516,14.0,12.0,0.0769,0.0169,0.0109
chr6_1049,1,5000,1372,2744,255,9.0,7.0,0.125,0.0488,0.0256
chr6_1054,1,5000,2372,4744,616,38.0,12.0,0.52,0.1884,0.1111
chr6_1055,1,5000,2363,4726,572,30.0,10.0,0.5,0.1695,0.0935
chr6_1056,1,5000,2405,4810,458,19.0,9.0,0.3571,0.099,0.05
chr6_1067,1,5000,1942,3883,450,29.0,7.0,0.6111,0.188,0.1146
chr6_1073,1,5000,1252,2503,199,2.0,2.0,0.0,0.0,0.0
chr6_1074,1,5000,2397,4794,514,13.0,17.0,-0.1333,-0.027,-0.0183
chr6_107,1,5000,1288,2576,337,11.0,9.0,0.1,0.0208,0.0127
chr6_1080,1,5000,2313,4626,579,12.0,24.0,-0.3333,-0.0714,-0.0462
chr6_1081,1,5000,2341,4681,453,13.0,6.0,0.3684,0.0648,0.0378
chr6_1083,1,5000,2252,4503,607,29.0,10.0,0.4872,0.1005,0.0712
chr6_1086,1,5000,2112,4224,489,11.0,12.0,-0.0435,-0.0074,-0.0045
