#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
ASM15162v1	na	NW_004622102.1	BABH01049635.1	GPS_001652994.1
ASM15162v1	na	NW_004622103.1	BABH01049634.1	GPS_001652995.1
ASM15162v1	na	NW_004622104.1	BABH01049633.1	GPS_001652996.1
ASM15162v1	na	NW_004622105.1	BABH01049632.1	GPS_001652997.1
ASM15162v1	na	NW_004622106.1	BABH01049631.1	GPS_001652998.1
ASM15162v1	na	NW_004622107.1	BABH01049630.1	GPS_001652999.1
ASM15162v1	na	NW_004622108.1	BABH01049629.1	GPS_001653000.1
ASM15162v1	na	NW_004622109.1	BABH01049628.1	GPS_001653001.1
ASM15162v1	na	NW_004622110.1	BABH01049627.1	GPS_001653002.1
ASM15162v1	na	NW_004622111.1	BABH01049626.1	GPS_001653003.1
ASM15162v1	na	NW_004622112.1	BABH01049625.1	GPS_001653004.1
ASM15162v1	na	NW_004622113.1	BABH01049624.1	GPS_001653005.1
ASM15162v1	na	NW_004622114.1	BABH01049623.1	GPS_001653006.1
ASM15162v1	na	NW_004622115.1	BABH01049622.1	GPS_001653007.1
ASM15162v1	na	NW_004622116.1	BABH01049621.1	GPS_001653008.1
ASM15162v1	na	NW_004622117.1	BABH01049620.1	GPS_001653009.1
ASM15162v1	na	NW_004622118.1	BABH01049619.1	GPS_001653010.1
ASM15162v1	na	NW_004622119.1	BABH01049618.1	GPS_001653011.1
ASM15162v1	na	NW_004622120.1	BABH01049617.1	GPS_001653012.1
ASM15162v1	na	NW_004622121.1	BABH01049616.1	GPS_001653013.1
ASM15162v1	na	NW_004622122.1	BABH01049615.1	GPS_001653014.1
ASM15162v1	na	NW_004622123.1	BABH01049614.1	GPS_001653015.1
ASM15162v1	na	NW_004622124.1	BABH01049613.1	GPS_001653016.1
ASM15162v1	na	NW_004622125.1	BABH01049612.1	GPS_001653017.1
ASM15162v1	na	NW_004622126.1	BABH01049611.1	GPS_001653018.1
ASM15162v1	na	NW_004622127.1	BABH01049610.1	GPS_001653019.1
ASM15162v1	na	NW_004622128.1	BABH01049609.1	GPS_001653020.1
ASM15162v1	na	NW_004622129.1	BABH01049608.1	GPS_001653021.1
ASM15162v1	na	NW_004622130.1	BABH01049607.1	GPS_001653022.1
ASM15162v1	na	NW_004622131.1	BABH01049606.1	GPS_001653023.1
ASM15162v1	na	NW_004622132.1	BABH01049605.1	GPS_001653024.1
ASM15162v1	na	NW_004622133.1	BABH01049604.1	GPS_001653025.1
ASM15162v1	na	NW_004622134.1	BABH01049603.1	GPS_001653026.1
ASM15162v1	na	NW_004622135.1	BABH01049602.1	GPS_001653027.1
ASM15162v1	na	NW_004622136.1	BABH01049601.1	GPS_001653028.1
ASM15162v1	na	NW_004622137.1	BABH01049600.1	GPS_001653029.1
ASM15162v1	na	NW_004622138.1	BABH01049599.1	GPS_001653030.1
ASM15162v1	na	NW_004622139.1	BABH01049598.1	GPS_001653031.1
ASM15162v1	na	NW_004622140.1	BABH01049597.1	GPS_001653032.1
ASM15162v1	na	NW_004622141.1	BABH01049596.1	GPS_001653033.1
ASM15162v1	na	NW_004622142.1	BABH01049595.1	GPS_001653034.1
ASM15162v1	na	NW_004622143.1	BABH01049594.1	GPS_001653035.1
ASM15162v1	na	NW_004622144.1	BABH01049593.1	GPS_001653036.1
ASM15162v1	na	NW_004622145.1	BABH01049592.1	GPS_001653037.1
ASM15162v1	na	NW_004622146.1	BABH01049591.1	GPS_001653038.1
ASM15162v1	na	NW_004622147.1	BABH01049590.1	GPS_001653039.1
ASM15162v1	na	NW_004622148.1	BABH01049589.1	GPS_001653040.1
ASM15162v1	na	NW_004622149.1	BABH01049588.1	GPS_001653041.1
ASM15162v1	na	NW_004622150.1	BABH01049587.1	GPS_001653042.1
ASM15162v1	na	NW_004622151.1	BABH01049586.1	GPS_001653043.1
ASM15162v1	na	NW_004622152.1	BABH01049585.1	GPS_001653044.1
ASM15162v1	na	NW_004622153.1	BABH01049584.1	GPS_001653045.1
ASM15162v1	na	NW_004622154.1	BABH01049583.1	GPS_001653046.1
ASM15162v1	na	NW_004622155.1	BABH01049582.1	GPS_001653047.1
ASM15162v1	na	NW_004622156.1	BABH01049581.1	GPS_001653048.1
ASM15162v1	na	NW_004622157.1	BABH01049580.1	GPS_001653049.1
ASM15162v1	na	NW_004622158.1	BABH01049579.1	GPS_001653050.1
ASM15162v1	na	NW_004622159.1	BABH01049578.1	GPS_001653051.1
ASM15162v1	na	NW_004622160.1	BABH01049577.1	GPS_001653052.1
ASM15162v1	na	NW_004622161.1	BABH01049576.1	GPS_001653053.1
ASM15162v1	na	NW_004622162.1	BABH01049575.1	GPS_001653054.1
ASM15162v1	na	NW_004622163.1	BABH01049574.1	GPS_001653055.1
ASM15162v1	na	NW_004622164.1	BABH01049573.1	GPS_001653056.1
ASM15162v1	na	NW_004622165.1	BABH01049572.1	GPS_001653057.1
ASM15162v1	na	NW_004622166.1	BABH01049571.1	GPS_001653058.1
ASM15162v1	na	NW_004622167.1	BABH01049570.1	GPS_001653059.1
ASM15162v1	na	NW_004622168.1	BABH01049569.1	GPS_001653060.1
ASM15162v1	na	NW_004622169.1	BABH01049568.1	GPS_001653061.1
ASM15162v1	na	NW_004622170.1	BABH01049567.1	GPS_001653062.1
ASM15162v1	na	NW_004622171.1	BABH01049566.1	GPS_001653063.1
ASM15162v1	na	NW_004622172.1	BABH01049565.1	GPS_001653064.1
ASM15162v1	na	NW_004622173.1	BABH01049564.1	GPS_001653065.1
ASM15162v1	na	NW_004622174.1	BABH01049563.1	GPS_001653066.1
ASM15162v1	na	NW_004622175.1	BABH01049562.1	GPS_001653067.1
ASM15162v1	na	NW_004622176.1	BABH01049561.1	GPS_001653068.1
ASM15162v1	na	NW_004622177.1	BABH01049560.1	GPS_001653069.1
ASM15162v1	na	NW_004622178.1	BABH01049559.1	GPS_001653070.1
ASM15162v1	na	NW_004622179.1	BABH01049558.1	GPS_001653071.1
ASM15162v1	na	NW_004622180.1	BABH01049557.1	GPS_001653072.1
ASM15162v1	na	NW_004622181.1	BABH01049556.1	GPS_001653073.1
ASM15162v1	na	NW_004622182.1	BABH01049555.1	GPS_001653074.1
ASM15162v1	na	NW_004622183.1	BABH01049554.1	GPS_001653075.1
ASM15162v1	na	NW_004622184.1	BABH01049553.1	GPS_001653076.1
ASM15162v1	na	NW_004622185.1	BABH01049552.1	GPS_001653077.1
ASM15162v1	na	NW_004622186.1	BABH01049551.1	GPS_001653078.1
ASM15162v1	na	NW_004622187.1	BABH01049550.1	GPS_001653079.1
ASM15162v1	na	NW_004622188.1	BABH01049549.1	GPS_001653080.1
ASM15162v1	na	NW_004622189.1	BABH01049548.1	GPS_001653081.1
ASM15162v1	na	NW_004622190.1	BABH01049547.1	GPS_001653082.1
ASM15162v1	na	NW_004622191.1	BABH01049546.1	GPS_001653083.1
ASM15162v1	na	NW_004622192.1	BABH01049545.1	GPS_001653084.1
ASM15162v1	na	NW_004622193.1	BABH01049544.1	GPS_001653085.1
ASM15162v1	na	NW_004622194.1	BABH01049543.1	GPS_001653086.1
ASM15162v1	na	NW_004622195.1	BABH01049542.1	GPS_001653087.1
ASM15162v1	na	NW_004622196.1	BABH01049541.1	GPS_001653088.1
ASM15162v1	na	NW_004622197.1	BABH01049540.1	GPS_001653089.1
ASM15162v1	na	NW_004622198.1	BABH01049539.1	GPS_001653090.1
ASM15162v1	na	NW_004622199.1	BABH01049538.1	GPS_001653091.1
ASM15162v1	na	NW_004622200.1	BABH01049537.1	GPS_001653092.1
ASM15162v1	na	NW_004622201.1	BABH01049536.1	GPS_001653093.1
ASM15162v1	na	NW_004622202.1	BABH01049535.1	GPS_001653094.1
ASM15162v1	na	NW_004622203.1	BABH01049534.1	GPS_001653095.1
ASM15162v1	na	NW_004622204.1	BABH01049533.1	GPS_001653096.1
ASM15162v1	na	NW_004622205.1	BABH01049532.1	GPS_001653097.1
ASM15162v1	na	NW_004622206.1	BABH01049531.1	GPS_001653098.1
ASM15162v1	na	NW_004622207.1	BABH01049530.1	GPS_001653099.1
ASM15162v1	na	NW_004622208.1	BABH01049529.1	GPS_001653100.1
ASM15162v1	na	NW_004622209.1	BABH01049528.1	GPS_001653101.1
ASM15162v1	na	NW_004622210.1	BABH01049527.1	GPS_001653102.1
ASM15162v1	na	NW_004622211.1	BABH01049526.1	GPS_001653103.1
ASM15162v1	na	NW_004622212.1	BABH01049525.1	GPS_001653104.1
ASM15162v1	na	NW_004622213.1	BABH01049524.1	GPS_001653105.1
ASM15162v1	na	NW_004622214.1	BABH01049523.1	GPS_001653106.1
ASM15162v1	na	NW_004622215.1	BABH01049522.1	GPS_001653107.1
ASM15162v1	na	NW_004622216.1	BABH01049521.1	GPS_001653108.1
ASM15162v1	na	NW_004622217.1	BABH01049520.1	GPS_001653109.1
ASM15162v1	na	NW_004622218.1	BABH01049519.1	GPS_001653110.1
ASM15162v1	na	NW_004622219.1	BABH01049518.1	GPS_001653111.1
ASM15162v1	na	NW_004622220.1	BABH01049517.1	GPS_001653112.1
ASM15162v1	na	NW_004622221.1	BABH01049516.1	GPS_001653113.1
ASM15162v1	na	NW_004622222.1	BABH01049515.1	GPS_001653114.1
ASM15162v1	na	NW_004622223.1	BABH01049514.1	GPS_001653115.1
ASM15162v1	na	NW_004622224.1	BABH01049513.1	GPS_001653116.1
ASM15162v1	na	NW_004622225.1	BABH01049512.1	GPS_001653117.1
ASM15162v1	na	NW_004622226.1	BABH01049511.1	GPS_001653118.1
ASM15162v1	na	NW_004622227.1	BABH01049510.1	GPS_001653119.1
ASM15162v1	na	NW_004622228.1	BABH01049509.1	GPS_001653120.1
ASM15162v1	na	NW_004622229.1	BABH01049508.1	GPS_001653121.1
ASM15162v1	na	NW_004622230.1	BABH01049507.1	GPS_001653122.1
ASM15162v1	na	NW_004622231.1	BABH01049506.1	GPS_001653123.1
ASM15162v1	na	NW_004622232.1	BABH01049505.1	GPS_001653124.1
ASM15162v1	na	NW_004622233.1	BABH01049504.1	GPS_001653125.1
ASM15162v1	na	NW_004622234.1	BABH01049503.1	GPS_001653126.1
ASM15162v1	na	NW_004622235.1	BABH01049502.1	GPS_001653127.1
ASM15162v1	na	NW_004622236.1	BABH01049501.1	GPS_001653128.1
ASM15162v1	na	NW_004622237.1	BABH01049500.1	GPS_001653129.1
ASM15162v1	na	NW_004622238.1	BABH01049499.1	GPS_001653130.1
ASM15162v1	na	NW_004622239.1	BABH01049498.1	GPS_001653131.1
ASM15162v1	na	NW_004622240.1	BABH01049497.1	GPS_001653132.1
ASM15162v1	na	NW_004622241.1	BABH01049496.1	GPS_001653133.1
ASM15162v1	na	NW_004622242.1	BABH01049495.1	GPS_001653134.1
ASM15162v1	na	NW_004622243.1	BABH01049494.1	GPS_001653135.1
ASM15162v1	na	NW_004622244.1	BABH01049493.1	GPS_001653136.1
ASM15162v1	na	NW_004622245.1	BABH01049492.1	GPS_001653137.1
ASM15162v1	na	NW_004622246.1	BABH01049491.1	GPS_001653138.1
ASM15162v1	na	NW_004622247.1	BABH01049490.1	GPS_001653139.1
ASM15162v1	na	NW_004622248.1	BABH01049489.1	GPS_001653140.1
ASM15162v1	na	NW_004622249.1	BABH01049488.1	GPS_001653141.1
ASM15162v1	na	NW_004622250.1	BABH01049487.1	GPS_001653142.1
ASM15162v1	na	NW_004622251.1	BABH01049486.1	GPS_001653143.1
ASM15162v1	na	NW_004622252.1	BABH01049485.1	GPS_001653144.1
ASM15162v1	na	NW_004622253.1	BABH01049484.1	GPS_001653145.1
ASM15162v1	na	NW_004622254.1	BABH01049483.1	GPS_001653146.1
ASM15162v1	na	NW_004622255.1	BABH01049482.1	GPS_001653147.1
ASM15162v1	na	NW_004622256.1	BABH01049481.1	GPS_001653148.1
ASM15162v1	na	NW_004622257.1	BABH01049480.1	GPS_001653149.1
ASM15162v1	na	NW_004622258.1	BABH01049479.1	GPS_001653150.1
ASM15162v1	na	NW_004622259.1	BABH01049478.1	GPS_001653151.1
ASM15162v1	na	NW_004622260.1	BABH01049477.1	GPS_001653152.1
ASM15162v1	na	NW_004622261.1	BABH01049476.1	GPS_001653153.1
ASM15162v1	na	NW_004622262.1	BABH01049475.1	GPS_001653154.1
ASM15162v1	na	NW_004622263.1	BABH01049474.1	GPS_001653155.1
ASM15162v1	na	NW_004622264.1	BABH01049473.1	GPS_001653156.1
ASM15162v1	na	NW_004622265.1	BABH01049472.1	GPS_001653157.1
ASM15162v1	na	NW_004622266.1	BABH01049471.1	GPS_001653158.1
ASM15162v1	na	NW_004622267.1	BABH01049470.1	GPS_001653159.1
ASM15162v1	na	NW_004622268.1	BABH01049469.1	GPS_001653160.1
ASM15162v1	na	NW_004622269.1	BABH01049468.1	GPS_001653161.1
ASM15162v1	na	NW_004622270.1	BABH01049467.1	GPS_001653162.1
ASM15162v1	na	NW_004622271.1	BABH01049466.1	GPS_001653163.1
ASM15162v1	na	NW_004622272.1	BABH01049465.1	GPS_001653164.1
ASM15162v1	na	NW_004622273.1	BABH01049464.1	GPS_001653165.1
ASM15162v1	na	NW_004622274.1	BABH01049463.1	GPS_001653166.1
ASM15162v1	na	NW_004622275.1	BABH01049462.1	GPS_001653167.1
ASM15162v1	na	NW_004622276.1	BABH01049461.1	GPS_001653168.1
ASM15162v1	na	NW_004622277.1	BABH01049460.1	GPS_001653169.1
ASM15162v1	na	NW_004622278.1	BABH01049459.1	GPS_001653170.1
ASM15162v1	na	NW_004622279.1	BABH01049458.1	GPS_001653171.1
ASM15162v1	na	NW_004622280.1	BABH01049457.1	GPS_001653172.1
ASM15162v1	na	NW_004622281.1	BABH01049456.1	GPS_001653173.1
ASM15162v1	na	NW_004622282.1	BABH01049455.1	GPS_001653174.1
ASM15162v1	na	NW_004622283.1	BABH01049454.1	GPS_001653175.1
ASM15162v1	na	NW_004622284.1	BABH01049453.1	GPS_001653176.1
ASM15162v1	na	NW_004622285.1	BABH01049452.1	GPS_001653177.1
ASM15162v1	na	NW_004622286.1	BABH01049451.1	GPS_001653178.1
ASM15162v1	na	NW_004622287.1	BABH01049450.1	GPS_001653179.1
ASM15162v1	na	NW_004622288.1	BABH01049449.1	GPS_001653180.1
ASM15162v1	na	NW_004622289.1	BABH01049448.1	GPS_001653181.1
ASM15162v1	na	NW_004622290.1	BABH01049447.1	GPS_001653182.1
ASM15162v1	na	NW_004622291.1	BABH01049446.1	GPS_001653183.1
ASM15162v1	na	NW_004622292.1	BABH01049445.1	GPS_001653184.1
ASM15162v1	na	NW_004622293.1	BABH01049444.1	GPS_001653185.1
ASM15162v1	na	NW_004622294.1	BABH01049443.1	GPS_001653186.1
ASM15162v1	na	NW_004622295.1	BABH01049442.1	GPS_001653187.1
ASM15162v1	na	NW_004622296.1	BABH01049441.1	GPS_001653188.1
ASM15162v1	na	NW_004622297.1	BABH01049440.1	GPS_001653189.1
ASM15162v1	na	NW_004622298.1	BABH01049439.1	GPS_001653190.1
ASM15162v1	na	NW_004622299.1	BABH01049438.1	GPS_001653191.1
ASM15162v1	na	NW_004622300.1	BABH01049437.1	GPS_001653192.1
ASM15162v1	na	NW_004622301.1	BABH01049436.1	GPS_001653193.1
ASM15162v1	na	NW_004622302.1	BABH01049435.1	GPS_001653194.1
ASM15162v1	na	NW_004622303.1	BABH01049434.1	GPS_001653195.1
ASM15162v1	na	NW_004622304.1	BABH01049433.1	GPS_001653196.1
ASM15162v1	na	NW_004622305.1	BABH01049432.1	GPS_001653197.1
ASM15162v1	na	NW_004622306.1	BABH01049431.1	GPS_001653198.1
ASM15162v1	na	NW_004622307.1	BABH01049430.1	GPS_001653199.1
ASM15162v1	na	NW_004622308.1	BABH01049429.1	GPS_001653200.1
ASM15162v1	na	NW_004622309.1	BABH01049428.1	GPS_001653201.1
ASM15162v1	na	NW_004622310.1	BABH01049427.1	GPS_001653202.1
ASM15162v1	na	NW_004622311.1	BABH01049426.1	GPS_001653203.1
ASM15162v1	na	NW_004622312.1	BABH01049425.1	GPS_001653204.1
ASM15162v1	na	NW_004622313.1	BABH01049424.1	GPS_001653205.1
ASM15162v1	na	NW_004622314.1	BABH01049423.1	GPS_001653206.1
ASM15162v1	na	NW_004622315.1	BABH01049422.1	GPS_001653207.1
ASM15162v1	na	NW_004622316.1	BABH01049421.1	GPS_001653208.1
ASM15162v1	na	NW_004622317.1	BABH01049420.1	GPS_001653209.1
ASM15162v1	na	NW_004622318.1	BABH01049419.1	GPS_001653210.1
ASM15162v1	na	NW_004622319.1	BABH01049418.1	GPS_001653211.1
ASM15162v1	na	NW_004622320.1	BABH01049417.1	GPS_001653212.1
ASM15162v1	na	NW_004622321.1	BABH01049416.1	GPS_001653213.1
ASM15162v1	na	NW_004622322.1	BABH01049415.1	GPS_001653214.1
ASM15162v1	na	NW_004622323.1	BABH01049414.1	GPS_001653215.1
ASM15162v1	na	NW_004622324.1	BABH01049413.1	GPS_001653216.1
ASM15162v1	na	NW_004622325.1	BABH01049412.1	GPS_001653217.1
ASM15162v1	na	NW_004622326.1	BABH01049411.1	GPS_001653218.1
ASM15162v1	na	NW_004622327.1	BABH01049410.1	GPS_001653219.1
ASM15162v1	na	NW_004622328.1	BABH01049409.1	GPS_001653220.1
ASM15162v1	na	NW_004622329.1	BABH01049408.1	GPS_001653221.1
ASM15162v1	na	NW_004622330.1	BABH01049407.1	GPS_001653222.1
ASM15162v1	na	NW_004622331.1	BABH01049406.1	GPS_001653223.1
ASM15162v1	na	NW_004622332.1	BABH01049405.1	GPS_001653224.1
ASM15162v1	na	NW_004622333.1	BABH01049404.1	GPS_001653225.1
ASM15162v1	na	NW_004622334.1	BABH01049403.1	GPS_001653226.1
ASM15162v1	na	NW_004622335.1	BABH01049402.1	GPS_001653227.1
ASM15162v1	na	NW_004622336.1	BABH01049401.1	GPS_001653228.1
ASM15162v1	na	NW_004622337.1	BABH01049400.1	GPS_001653229.1
ASM15162v1	na	NW_004622338.1	BABH01049399.1	GPS_001653230.1
ASM15162v1	na	NW_004622339.1	BABH01049398.1	GPS_001653231.1
ASM15162v1	na	NW_004622340.1	BABH01049397.1	GPS_001653232.1
ASM15162v1	na	NW_004622341.1	BABH01049396.1	GPS_001653233.1
ASM15162v1	na	NW_004622342.1	BABH01049395.1	GPS_001653234.1
ASM15162v1	na	NW_004622343.1	BABH01049394.1	GPS_001653235.1
ASM15162v1	na	NW_004622344.1	BABH01049393.1	GPS_001653236.1
ASM15162v1	na	NW_004622345.1	BABH01049392.1	GPS_001653237.1
ASM15162v1	na	NW_004622346.1	BABH01049391.1	GPS_001653238.1
ASM15162v1	na	NW_004622347.1	BABH01049390.1	GPS_001653239.1
ASM15162v1	na	NW_004622348.1	BABH01049389.1	GPS_001653240.1
ASM15162v1	na	NW_004622349.1	BABH01049388.1	GPS_001653241.1
ASM15162v1	na	NW_004622350.1	BABH01049387.1	GPS_001653242.1
ASM15162v1	na	NW_004622351.1	BABH01049386.1	GPS_001653243.1
ASM15162v1	na	NW_004622352.1	BABH01049385.1	GPS_001653244.1
ASM15162v1	na	NW_004622353.1	BABH01049384.1	GPS_001653245.1
ASM15162v1	na	NW_004622354.1	BABH01049383.1	GPS_001653246.1
ASM15162v1	na	NW_004622355.1	BABH01049382.1	GPS_001653247.1
ASM15162v1	na	NW_004622356.1	BABH01049381.1	GPS_001653248.1
ASM15162v1	na	NW_004622357.1	BABH01049380.1	GPS_001653249.1
ASM15162v1	na	NW_004622358.1	BABH01049379.1	GPS_001653250.1
ASM15162v1	na	NW_004622359.1	BABH01049378.1	GPS_001653251.1
ASM15162v1	na	NW_004622360.1	BABH01049377.1	GPS_001653252.1
ASM15162v1	na	NW_004622361.1	BABH01049376.1	GPS_001653253.1
ASM15162v1	na	NW_004622362.1	BABH01049375.1	GPS_001653254.1
ASM15162v1	na	NW_004622363.1	BABH01049374.1	GPS_001653255.1
ASM15162v1	na	NW_004622364.1	BABH01049373.1	GPS_001653256.1
ASM15162v1	na	NW_004622365.1	BABH01049372.1	GPS_001653257.1
ASM15162v1	na	NW_004622366.1	BABH01049371.1	GPS_001653258.1
ASM15162v1	na	NW_004622367.1	BABH01049370.1	GPS_001653259.1
ASM15162v1	na	NW_004622368.1	BABH01049369.1	GPS_001653260.1
ASM15162v1	na	NW_004622369.1	BABH01049368.1	GPS_001653261.1
ASM15162v1	na	NW_004622370.1	BABH01049367.1	GPS_001653262.1
ASM15162v1	na	NW_004622371.1	BABH01049366.1	GPS_001653263.1
ASM15162v1	na	NW_004622372.1	BABH01049365.1	GPS_001653264.1
ASM15162v1	na	NW_004622373.1	BABH01049364.1	GPS_001653265.1
ASM15162v1	na	NW_004622374.1	BABH01049363.1	GPS_001653266.1
ASM15162v1	na	NW_004622375.1	BABH01049362.1	GPS_001653267.1
ASM15162v1	na	NW_004622376.1	BABH01049361.1	GPS_001653268.1
ASM15162v1	na	NW_004622377.1	BABH01049360.1	GPS_001653269.1
ASM15162v1	na	NW_004622378.1	BABH01049359.1	GPS_001653270.1
ASM15162v1	na	NW_004622379.1	BABH01049358.1	GPS_001653271.1
ASM15162v1	na	NW_004622380.1	BABH01049357.1	GPS_001653272.1
ASM15162v1	na	NW_004622381.1	BABH01049356.1	GPS_001653273.1
ASM15162v1	na	NW_004622382.1	BABH01049355.1	GPS_001653274.1
ASM15162v1	na	NW_004622383.1	BABH01049354.1	GPS_001653275.1
ASM15162v1	na	NW_004622384.1	BABH01049353.1	GPS_001653276.1
ASM15162v1	na	NW_004622385.1	BABH01049352.1	GPS_001653277.1
ASM15162v1	na	NW_004622386.1	BABH01049351.1	GPS_001653278.1
ASM15162v1	na	NW_004622387.1	BABH01049350.1	GPS_001653279.1
ASM15162v1	na	NW_004622388.1	BABH01049349.1	GPS_001653280.1
ASM15162v1	na	NW_004622389.1	BABH01049348.1	GPS_001653281.1
ASM15162v1	na	NW_004622390.1	BABH01049347.1	GPS_001653282.1
ASM15162v1	na	NW_004622391.1	BABH01049346.1	GPS_001653283.1
ASM15162v1	na	NW_004622392.1	BABH01049345.1	GPS_001653284.1
ASM15162v1	na	NW_004622393.1	BABH01049344.1	GPS_001653285.1
ASM15162v1	na	NW_004622394.1	BABH01049343.1	GPS_001653286.1
ASM15162v1	na	NW_004622395.1	BABH01049342.1	GPS_001653287.1
ASM15162v1	na	NW_004622396.1	BABH01049341.1	GPS_001653288.1
ASM15162v1	na	NW_004622397.1	BABH01049340.1	GPS_001653289.1
ASM15162v1	na	NW_004622398.1	BABH01049339.1	GPS_001653290.1
ASM15162v1	na	NW_004622399.1	BABH01049338.1	GPS_001653291.1
ASM15162v1	na	NW_004622400.1	BABH01049337.1	GPS_001653292.1
ASM15162v1	na	NW_004622401.1	BABH01049336.1	GPS_001653293.1
ASM15162v1	na	NW_004622402.1	BABH01049335.1	GPS_001653294.1
ASM15162v1	na	NW_004622403.1	BABH01049334.1	GPS_001653295.1
ASM15162v1	na	NW_004622404.1	BABH01049333.1	GPS_001653296.1
ASM15162v1	na	NW_004622405.1	BABH01049332.1	GPS_001653297.1
ASM15162v1	na	NW_004622406.1	BABH01049331.1	GPS_001653298.1
ASM15162v1	na	NW_004622407.1	BABH01049330.1	GPS_001653299.1
ASM15162v1	na	NW_004622408.1	BABH01049329.1	GPS_001653300.1
ASM15162v1	na	NW_004622409.1	BABH01049328.1	GPS_001653301.1
ASM15162v1	na	NW_004622410.1	BABH01049327.1	GPS_001653302.1
ASM15162v1	na	NW_004622411.1	BABH01049326.1	GPS_001653303.1
ASM15162v1	na	NW_004622412.1	BABH01049325.1	GPS_001653304.1
ASM15162v1	na	NW_004622413.1	BABH01049324.1	GPS_001653305.1
ASM15162v1	na	NW_004622414.1	BABH01049323.1	GPS_001653306.1
ASM15162v1	na	NW_004622415.1	BABH01049322.1	GPS_001653307.1
ASM15162v1	na	NW_004622416.1	BABH01049321.1	GPS_001653308.1
ASM15162v1	na	NW_004622417.1	BABH01049320.1	GPS_001653309.1
ASM15162v1	na	NW_004622418.1	BABH01049319.1	GPS_001653310.1
ASM15162v1	na	NW_004622419.1	BABH01049318.1	GPS_001653311.1
ASM15162v1	na	NW_004622420.1	BABH01049317.1	GPS_001653312.1
ASM15162v1	na	NW_004622421.1	BABH01049316.1	GPS_001653313.1
ASM15162v1	na	NW_004622422.1	BABH01049315.1	GPS_001653314.1
ASM15162v1	na	NW_004622423.1	BABH01049314.1	GPS_001653315.1
ASM15162v1	na	NW_004622424.1	BABH01049313.1	GPS_001653316.1
ASM15162v1	na	NW_004622425.1	BABH01049312.1	GPS_001653317.1
ASM15162v1	na	NW_004622426.1	BABH01049311.1	GPS_001653318.1
ASM15162v1	na	NW_004622427.1	BABH01049310.1	GPS_001653319.1
ASM15162v1	na	NW_004622428.1	BABH01049309.1	GPS_001653320.1
ASM15162v1	na	NW_004622429.1	BABH01049308.1	GPS_001653321.1
ASM15162v1	na	NW_004622430.1	BABH01049307.1	GPS_001653322.1
ASM15162v1	na	NW_004622431.1	BABH01049306.1	GPS_001653323.1
ASM15162v1	na	NW_004622432.1	BABH01049305.1	GPS_001653324.1
ASM15162v1	na	NW_004622433.1	BABH01049304.1	GPS_001653325.1
ASM15162v1	na	NW_004622434.1	BABH01049303.1	GPS_001653326.1
ASM15162v1	na	NW_004622435.1	BABH01049302.1	GPS_001653327.1
ASM15162v1	na	NW_004622436.1	BABH01049301.1	GPS_001653328.1
ASM15162v1	na	NW_004622437.1	BABH01049300.1	GPS_001653329.1
ASM15162v1	na	NW_004622438.1	BABH01049299.1	GPS_001653330.1
ASM15162v1	na	NW_004622439.1	BABH01049298.1	GPS_001653331.1
ASM15162v1	na	NW_004622440.1	BABH01049297.1	GPS_001653332.1
ASM15162v1	na	NW_004622441.1	BABH01049296.1	GPS_001653333.1
ASM15162v1	na	NW_004622442.1	BABH01049295.1	GPS_001653334.1
ASM15162v1	na	NW_004622443.1	BABH01049294.1	GPS_001653335.1
ASM15162v1	na	NW_004622444.1	BABH01049293.1	GPS_001653336.1
ASM15162v1	na	NW_004622445.1	BABH01049292.1	GPS_001653337.1
ASM15162v1	na	NW_004622446.1	BABH01049291.1	GPS_001653338.1
ASM15162v1	na	NW_004622447.1	BABH01049290.1	GPS_001653339.1
ASM15162v1	na	NW_004622448.1	BABH01049289.1	GPS_001653340.1
ASM15162v1	na	NW_004622449.1	BABH01049288.1	GPS_001653341.1
ASM15162v1	na	NW_004622450.1	BABH01049287.1	GPS_001653342.1
ASM15162v1	na	NW_004622451.1	BABH01049286.1	GPS_001653343.1
ASM15162v1	na	NW_004622452.1	BABH01049285.1	GPS_001653344.1
ASM15162v1	na	NW_004622453.1	BABH01049284.1	GPS_001653345.1
ASM15162v1	na	NW_004622454.1	BABH01049283.1	GPS_001653346.1
ASM15162v1	na	NW_004622455.1	BABH01049282.1	GPS_001653347.1
ASM15162v1	na	NW_004622456.1	BABH01049281.1	GPS_001653348.1
ASM15162v1	na	NW_004622457.1	BABH01049280.1	GPS_001653349.1
ASM15162v1	na	NW_004622458.1	BABH01049279.1	GPS_001653350.1
ASM15162v1	na	NW_004622459.1	BABH01049278.1	GPS_001653351.1
ASM15162v1	na	NW_004622460.1	BABH01049277.1	GPS_001653352.1
ASM15162v1	na	NW_004622461.1	BABH01049276.1	GPS_001653353.1
ASM15162v1	na	NW_004622462.1	BABH01049275.1	GPS_001653354.1
ASM15162v1	na	NW_004622463.1	BABH01049274.1	GPS_001653355.1
ASM15162v1	na	NW_004622464.1	BABH01049273.1	GPS_001653356.1
ASM15162v1	na	NW_004622465.1	BABH01049272.1	GPS_001653357.1
ASM15162v1	na	NW_004622466.1	BABH01049271.1	GPS_001653358.1
ASM15162v1	na	NW_004622467.1	BABH01049270.1	GPS_001653359.1
ASM15162v1	na	NW_004622468.1	BABH01049269.1	GPS_001653360.1
